COUNTY,RACE,YEAR,POP
Delaware,HNA,2001,1
Delaware,HNA,2002,2
Delaware,HNA,2003,3
Delaware,HNA,2004,4
Delaware,HNA,2005,6
Delaware,HNA,2006,7
Delaware,HNA,2007,5
Delaware,HNA,2008,9
Delaware,HNA,2009,11
Delaware,HNA,2010,20
Delaware,HNA,2011,14
Delaware,HNA,2012,14
Delaware,HNA,2013,19
Delaware,HNA,2014,16
Delaware,HNA,2015,20
Delaware,HNA,2016,19
Delaware,HNA,2017,21
Delaware,HNA,2018,25
Delaware,HNA,2019,26
Delaware,HNA,2020,70
Delaware,HNA,2021,37
Delaware,HNA,2022,44
Delaware,HNA,2023,46
Delaware,HTOM,2000,45
Delaware,HTOM,2001,45
Delaware,HTOM,2002,51
Delaware,HTOM,2003,67
Delaware,HTOM,2004,69
Delaware,HTOM,2005,106
Delaware,HTOM,2006,113
Delaware,HTOM,2007,131
Delaware,HTOM,2008,145
Delaware,HTOM,2009,151
Delaware,HTOM,2010,320
Delaware,HTOM,2011,177
Delaware,HTOM,2012,174
Delaware,HTOM,2013,193
Delaware,HTOM,2014,200
Delaware,HTOM,2015,224
Delaware,HTOM,2016,230
Delaware,HTOM,2017,233
Delaware,HTOM,2018,252
Delaware,HTOM,2019,266
Delaware,HTOM,2020,600
Delaware,HTOM,2021,344
Delaware,HTOM,2022,377
Delaware,HTOM,2023,395
Delaware,HWA,2000,1008
Delaware,HWA,2001,1374
Delaware,HWA,2002,1712
Delaware,HWA,2003,2013
Delaware,HWA,2004,2262
Delaware,HWA,2005,2442
Delaware,HWA,2006,2685
Delaware,HWA,2007,2858
Delaware,HWA,2008,3094
Delaware,HWA,2009,3207
Delaware,HWA,2010,6583
Delaware,HWA,2011,3417
Delaware,HWA,2012,3623
Delaware,HWA,2013,3770
Delaware,HWA,2014,3960
Delaware,HWA,2015,4036
Delaware,HWA,2016,4288
Delaware,HWA,2017,4444
Delaware,HWA,2018,4744
Delaware,HWA,2019,4977
Delaware,HWA,2020,11187
Delaware,HWA,2021,6210
Delaware,HWA,2022,6616
Delaware,HWA,2023,6864
Delaware,IA,2000,160
Delaware,IA,2001,195
Delaware,IA,2002,215
Delaware,IA,2003,213
Delaware,IA,2004,217
Delaware,IA,2005,235
Delaware,IA,2006,268
Delaware,IA,2007,271
Delaware,IA,2008,281
Delaware,IA,2009,290
Delaware,IA,2010,627
Delaware,IA,2011,326
Delaware,IA,2012,354
Delaware,IA,2013,381
Delaware,IA,2014,380
Delaware,IA,2015,390
Delaware,IA,2016,410
Delaware,IA,2017,415
Delaware,IA,2018,431
Delaware,IA,2019,440
Delaware,IA,2020,970
Delaware,IA,2021,511
Delaware,IA,2022,548
Delaware,IA,2023,563
Delaware,NHAA,2000,1741
Delaware,NHAA,2001,2387
Delaware,NHAA,2002,3076
Delaware,NHAA,2003,3762
Delaware,NHAA,2004,4573
Delaware,NHAA,2005,5170
Delaware,NHAA,2006,5721
Delaware,NHAA,2007,6175
Delaware,NHAA,2008,6635
Delaware,NHAA,2009,7126
Delaware,NHAA,2010,15254
Delaware,NHAA,2011,8233
Delaware,NHAA,2012,8621
Delaware,NHAA,2013,9387
Delaware,NHAA,2014,10268
Delaware,NHAA,2015,11292
Delaware,NHAA,2016,12434
Delaware,NHAA,2017,13614
Delaware,NHAA,2018,14848
Delaware,NHAA,2019,16339
Delaware,NHAA,2020,34997
Delaware,NHAA,2021,18654
Delaware,NHAA,2022,20240
Delaware,NHAA,2023,22003
Delaware,NHBA,2000,2859
Delaware,NHBA,2001,3350
Delaware,NHBA,2002,3828
Delaware,NHBA,2003,4154
Delaware,NHBA,2004,4542
Delaware,NHBA,2005,4855
Delaware,NHBA,2006,5166
Delaware,NHBA,2007,5457
Delaware,NHBA,2008,5602
Delaware,NHBA,2009,5724
Delaware,NHBA,2010,11728
Delaware,NHBA,2011,6001
Delaware,NHBA,2012,6048
Delaware,NHBA,2013,6186
Delaware,NHBA,2014,6297
Delaware,NHBA,2015,6472
Delaware,NHBA,2016,6791
Delaware,NHBA,2017,7199
Delaware,NHBA,2018,7561
Delaware,NHBA,2019,7983
Delaware,NHBA,2020,16966
Delaware,NHBA,2021,9235
Delaware,NHBA,2022,10132
Delaware,NHBA,2023,10819
Delaware,NHIA,2000,152
Delaware,NHIA,2001,185
Delaware,NHIA,2002,196
Delaware,NHIA,2003,193
Delaware,NHIA,2004,187
Delaware,NHIA,2005,194
Delaware,NHIA,2006,210
Delaware,NHIA,2007,207
Delaware,NHIA,2008,206
Delaware,NHIA,2009,215
Delaware,NHIA,2010,442
Delaware,NHIA,2011,233
Delaware,NHIA,2012,246
Delaware,NHIA,2013,271
Delaware,NHIA,2014,281
Delaware,NHIA,2015,276
Delaware,NHIA,2016,277
Delaware,NHIA,2017,281
Delaware,NHIA,2018,289
Delaware,NHIA,2019,294
Delaware,NHIA,2020,622
Delaware,NHIA,2021,315
Delaware,NHIA,2022,328
Delaware,NHIA,2023,338
Delaware,NHNA,2000,35
Delaware,NHNA,2001,36
Delaware,NHNA,2002,37
Delaware,NHNA,2003,40
Delaware,NHNA,2004,45
Delaware,NHNA,2005,39
Delaware,NHNA,2006,45
Delaware,NHNA,2007,53
Delaware,NHNA,2008,48
Delaware,NHNA,2009,46
Delaware,NHNA,2010,100
Delaware,NHNA,2011,58
Delaware,NHNA,2012,58
Delaware,NHNA,2013,64
Delaware,NHNA,2014,65
Delaware,NHNA,2015,63
Delaware,NHNA,2016,70
Delaware,NHNA,2017,77
Delaware,NHNA,2018,85
Delaware,NHNA,2019,94
Delaware,NHNA,2020,193
Delaware,NHNA,2021,105
Delaware,NHNA,2022,118
Delaware,NHNA,2023,110
Delaware,NHTOM,2000,1097
Delaware,NHTOM,2001,1217
Delaware,NHTOM,2002,1348
Delaware,NHTOM,2003,1552
Delaware,NHTOM,2004,1744
Delaware,NHTOM,2005,1910
Delaware,NHTOM,2006,2093
Delaware,NHTOM,2007,2239
Delaware,NHTOM,2008,2483
Delaware,NHTOM,2009,2639
Delaware,NHTOM,2010,5523
Delaware,NHTOM,2011,2896
Delaware,NHTOM,2012,3028
Delaware,NHTOM,2013,3199
Delaware,NHTOM,2014,3354
Delaware,NHTOM,2015,3509
Delaware,NHTOM,2016,3631
Delaware,NHTOM,2017,3825
Delaware,NHTOM,2018,3981
Delaware,NHTOM,2019,4015
Delaware,NHTOM,2020,8450
Delaware,NHTOM,2021,4539
Delaware,NHTOM,2022,4782
Delaware,NHTOM,2023,5071
Delaware,NHWA,2000,104747
Delaware,NHWA,2001,109963
Delaware,NHWA,2002,115825
Delaware,NHWA,2003,121932
Delaware,NHWA,2004,127788
Delaware,NHWA,2005,134272
Delaware,NHWA,2006,139947
Delaware,NHWA,2007,144468
Delaware,NHWA,2008,148206
Delaware,NHWA,2009,151323
Delaware,NHWA,2010,309881
Delaware,NHWA,2011,157271
Delaware,NHWA,2012,159102
Delaware,NHWA,2013,162108
Delaware,NHWA,2014,164853
Delaware,NHWA,2015,167333
Delaware,NHWA,2016,169220
Delaware,NHWA,2017,170980
Delaware,NHWA,2018,173029
Delaware,NHWA,2019,175196
Delaware,NHWA,2020,354324
Delaware,NHWA,2021,181107
Delaware,NHWA,2022,183103
Delaware,NHWA,2023,185182
Delaware,TOM,2000,1142
Delaware,TOM,2001,1262
Delaware,TOM,2002,1399
Delaware,TOM,2003,1619
Delaware,TOM,2004,1813
Delaware,TOM,2005,2016
Delaware,TOM,2006,2206
Delaware,TOM,2007,2370
Delaware,TOM,2008,2628
Delaware,TOM,2009,2790
Delaware,TOM,2010,5843
Delaware,TOM,2011,3073
Delaware,TOM,2012,3202
Delaware,TOM,2013,3392
Delaware,TOM,2014,3554
Delaware,TOM,2015,3733
Delaware,TOM,2016,3861
Delaware,TOM,2017,4058
Delaware,TOM,2018,4233
Delaware,TOM,2019,4281
Delaware,TOM,2020,9050
Delaware,TOM,2021,4883
Delaware,TOM,2022,5159
Delaware,TOM,2023,5466
Delaware,TOT,2000,111759
Delaware,TOT,2001,118646
Delaware,TOT,2002,126172
Delaware,TOT,2003,133842
Delaware,TOT,2004,141348
Delaware,TOT,2005,149153
Delaware,TOT,2006,156164
Delaware,TOT,2007,161796
Delaware,TOT,2008,166652
Delaware,TOT,2009,170676
Delaware,TOT,2010,350364
Delaware,TOT,2011,178584
Delaware,TOT,2012,181234
Delaware,TOT,2013,185545
Delaware,TOT,2014,189649
Delaware,TOT,2015,193624
Delaware,TOT,2016,197442
Delaware,TOT,2017,201157
Delaware,TOT,2018,205347
Delaware,TOT,2019,209768
Delaware,TOT,2020,428720
Delaware,TOT,2021,221282
Delaware,TOT,2022,226526
Delaware,TOT,2023,231636
Delaware,WA,2000,105755
Delaware,WA,2001,111337
Delaware,WA,2002,117537
Delaware,WA,2003,123945
Delaware,WA,2004,130050
Delaware,WA,2005,136714
Delaware,WA,2006,142632
Delaware,WA,2007,147326
Delaware,WA,2008,151300
Delaware,WA,2009,154530
Delaware,WA,2010,316464
Delaware,WA,2011,160688
Delaware,WA,2012,162725
Delaware,WA,2013,165878
Delaware,WA,2014,168813
Delaware,WA,2015,171369
Delaware,WA,2016,173508
Delaware,WA,2017,175424
Delaware,WA,2018,177773
Delaware,WA,2019,180173
Delaware,WA,2020,365511
Delaware,WA,2021,187317
Delaware,WA,2022,189719
Delaware,WA,2023,192046
Fairfield,AA,2000,915
Fairfield,AA,2001,982
Fairfield,AA,2002,1083
Fairfield,AA,2003,1227
Fairfield,AA,2004,1307
Fairfield,AA,2005,1363
Fairfield,AA,2006,1454
Fairfield,AA,2007,1508
Fairfield,AA,2008,1520
Fairfield,AA,2009,1616
Fairfield,AA,2010,3352
Fairfield,AA,2011,1748
Fairfield,AA,2012,1789
Fairfield,AA,2013,1895
Fairfield,AA,2014,1941
Fairfield,AA,2015,2018
Fairfield,AA,2016,2235
Fairfield,AA,2017,2496
Fairfield,AA,2018,2793
Fairfield,AA,2019,3077
Fairfield,AA,2020,6919
Fairfield,AA,2021,3871
Fairfield,AA,2022,4715
Fairfield,AA,2023,5356
Fairfield,BA,2000,3355
Fairfield,BA,2001,4348
Fairfield,BA,2002,5332
Fairfield,BA,2003,6171
Fairfield,BA,2004,7231
Fairfield,BA,2005,7661
Fairfield,BA,2006,7864
Fairfield,BA,2007,8287
Fairfield,BA,2008,8381
Fairfield,BA,2009,8706
Fairfield,BA,2010,17780
Fairfield,BA,2011,9287
Fairfield,BA,2012,9610
Fairfield,BA,2013,10237
Fairfield,BA,2014,10820
Fairfield,BA,2015,11110
Fairfield,BA,2016,11769
Fairfield,BA,2017,12525
Fairfield,BA,2018,13001
Fairfield,BA,2019,13852
Fairfield,BA,2020,29790
Fairfield,BA,2021,15872
Fairfield,BA,2022,16875
Fairfield,BA,2023,17992
Fairfield,HAA,2000,16
Fairfield,HAA,2001,15
Fairfield,HAA,2002,13
Fairfield,HAA,2003,13
Fairfield,HAA,2004,18
Fairfield,HAA,2005,19
Fairfield,HAA,2006,22
Fairfield,HAA,2007,20
Fairfield,HAA,2008,20
Fairfield,HAA,2009,23
Fairfield,HAA,2010,57
Fairfield,HAA,2011,29
Fairfield,HAA,2012,29
Fairfield,HAA,2013,34
Fairfield,HAA,2014,33
Fairfield,HAA,2015,29
Fairfield,HAA,2016,31
Fairfield,HAA,2017,36
Fairfield,HAA,2018,36
Fairfield,HAA,2019,36
Fairfield,HAA,2020,91
Fairfield,HAA,2021,52
Fairfield,HAA,2022,50
Fairfield,HAA,2023,59
Fairfield,HBA,2000,44
Fairfield,HBA,2001,56
Fairfield,HBA,2002,78
Fairfield,HBA,2003,88
Fairfield,HBA,2004,96
Fairfield,HBA,2005,115
Fairfield,HBA,2006,113
Fairfield,HBA,2007,128
Fairfield,HBA,2008,156
Fairfield,HBA,2009,155
Fairfield,HBA,2010,331
Fairfield,HBA,2011,198
Fairfield,HBA,2012,208
Fairfield,HBA,2013,188
Fairfield,HBA,2014,251
Fairfield,HBA,2015,300
Fairfield,HBA,2016,353
Fairfield,HBA,2017,401
Fairfield,HBA,2018,459
Fairfield,HBA,2019,495
Fairfield,HBA,2020,1088
Fairfield,HBA,2021,582
Fairfield,HBA,2022,590
Fairfield,HBA,2023,593
Fairfield,HIA,2000,29
Fairfield,HIA,2001,29
Fairfield,HIA,2002,31
Fairfield,HIA,2003,32
Fairfield,HIA,2004,32
Fairfield,HIA,2005,31
Fairfield,HIA,2006,35
Fairfield,HIA,2007,33
Fairfield,HIA,2008,35
Fairfield,HIA,2009,37
Fairfield,HIA,2010,98
Fairfield,HIA,2011,46
Fairfield,HIA,2012,49
Fairfield,HIA,2013,62
Fairfield,HIA,2014,76
Fairfield,HIA,2015,80
Fairfield,HIA,2016,85
Fairfield,HIA,2017,97
Fairfield,HIA,2018,99
Fairfield,HIA,2019,111
Fairfield,HIA,2020,231
Fairfield,HIA,2021,144
Fairfield,HIA,2022,150
Fairfield,HIA,2023,162
Fairfield,HNA,2000,1
Fairfield,HNA,2001,1
Fairfield,HNA,2002,2
Fairfield,HNA,2003,2
Fairfield,HNA,2004,6
Fairfield,HNA,2005,11
Fairfield,HNA,2006,13
Fairfield,HNA,2007,19
Fairfield,HNA,2008,17
Fairfield,HNA,2009,18
Fairfield,HNA,2010,46
Fairfield,HNA,2011,21
Fairfield,HNA,2012,21
Fairfield,HNA,2013,21
Fairfield,HNA,2014,21
Fairfield,HNA,2015,21
Fairfield,HNA,2016,21
Fairfield,HNA,2017,21
Fairfield,HNA,2018,21
Fairfield,HNA,2019,28
Fairfield,HNA,2020,59
Fairfield,HNA,2021,34
Fairfield,HNA,2022,35
Fairfield,HNA,2023,41
Fairfield,HTOM,2000,39
Fairfield,HTOM,2001,38
Fairfield,HTOM,2002,52
Fairfield,HTOM,2003,61
Fairfield,HTOM,2004,64
Fairfield,HTOM,2005,102
Fairfield,HTOM,2006,107
Fairfield,HTOM,2007,118
Fairfield,HTOM,2008,134
Fairfield,HTOM,2009,143
Fairfield,HTOM,2010,307
Fairfield,HTOM,2011,159
Fairfield,HTOM,2012,165
Fairfield,HTOM,2013,175
Fairfield,HTOM,2014,199
Fairfield,HTOM,2015,191
Fairfield,HTOM,2016,207
Fairfield,HTOM,2017,230
Fairfield,HTOM,2018,243
Fairfield,HTOM,2019,249
Fairfield,HTOM,2020,557
Fairfield,HTOM,2021,289
Fairfield,HTOM,2022,301
Fairfield,HTOM,2023,328
Fairfield,HWA,2000,870
Fairfield,HWA,2001,1076
Fairfield,HWA,2002,1253
Fairfield,HWA,2003,1420
Fairfield,HWA,2004,1555
Fairfield,HWA,2005,1684
Fairfield,HWA,2006,1799
Fairfield,HWA,2007,1926
Fairfield,HWA,2008,1990
Fairfield,HWA,2009,2090
Fairfield,HWA,2010,4258
Fairfield,HWA,2011,2177
Fairfield,HWA,2012,2251
Fairfield,HWA,2013,2348
Fairfield,HWA,2014,2437
Fairfield,HWA,2015,2473
Fairfield,HWA,2016,2560
Fairfield,HWA,2017,2622
Fairfield,HWA,2018,2742
Fairfield,HWA,2019,2863
Fairfield,HWA,2020,6122
Fairfield,HWA,2021,3206
Fairfield,HWA,2022,3362
Fairfield,HWA,2023,3558
Fairfield,IA,2000,249
Fairfield,IA,2001,290
Fairfield,IA,2002,296
Fairfield,IA,2003,291
Fairfield,IA,2004,302
Fairfield,IA,2005,287
Fairfield,IA,2006,296
Fairfield,IA,2007,298
Fairfield,IA,2008,305
Fairfield,IA,2009,312
Fairfield,IA,2010,648
Fairfield,IA,2011,343
Fairfield,IA,2012,343
Fairfield,IA,2013,364
Fairfield,IA,2014,384
Fairfield,IA,2015,383
Fairfield,IA,2016,390
Fairfield,IA,2017,421
Fairfield,IA,2018,405
Fairfield,IA,2019,408
Fairfield,IA,2020,828
Fairfield,IA,2021,434
Fairfield,IA,2022,433
Fairfield,IA,2023,455
Fairfield,NHAA,2000,899
Fairfield,NHAA,2001,967
Fairfield,NHAA,2002,1070
Fairfield,NHAA,2003,1214
Fairfield,NHAA,2004,1289
Fairfield,NHAA,2005,1344
Fairfield,NHAA,2006,1432
Fairfield,NHAA,2007,1488
Fairfield,NHAA,2008,1500
Fairfield,NHAA,2009,1593
Fairfield,NHAA,2010,3295
Fairfield,NHAA,2011,1719
Fairfield,NHAA,2012,1760
Fairfield,NHAA,2013,1861
Fairfield,NHAA,2014,1908
Fairfield,NHAA,2015,1989
Fairfield,NHAA,2016,2204
Fairfield,NHAA,2017,2460
Fairfield,NHAA,2018,2757
Fairfield,NHAA,2019,3041
Fairfield,NHAA,2020,6828
Fairfield,NHAA,2021,3819
Fairfield,NHAA,2022,4665
Fairfield,NHAA,2023,5297
Fairfield,NHBA,2000,3311
Fairfield,NHBA,2001,4292
Fairfield,NHBA,2002,5254
Fairfield,NHBA,2003,6083
Fairfield,NHBA,2004,7135
Fairfield,NHBA,2005,7546
Fairfield,NHBA,2006,7751
Fairfield,NHBA,2007,8159
Fairfield,NHBA,2008,8225
Fairfield,NHBA,2009,8551
Fairfield,NHBA,2010,17449
Fairfield,NHBA,2011,9089
Fairfield,NHBA,2012,9402
Fairfield,NHBA,2013,10049
Fairfield,NHBA,2014,10569
Fairfield,NHBA,2015,10810
Fairfield,NHBA,2016,11416
Fairfield,NHBA,2017,12124
Fairfield,NHBA,2018,12542
Fairfield,NHBA,2019,13357
Fairfield,NHBA,2020,28702
Fairfield,NHBA,2021,15290
Fairfield,NHBA,2022,16285
Fairfield,NHBA,2023,17399
Fairfield,NHIA,2000,220
Fairfield,NHIA,2001,261
Fairfield,NHIA,2002,265
Fairfield,NHIA,2003,259
Fairfield,NHIA,2004,270
Fairfield,NHIA,2005,256
Fairfield,NHIA,2006,261
Fairfield,NHIA,2007,265
Fairfield,NHIA,2008,270
Fairfield,NHIA,2009,275
Fairfield,NHIA,2010,550
Fairfield,NHIA,2011,297
Fairfield,NHIA,2012,294
Fairfield,NHIA,2013,302
Fairfield,NHIA,2014,308
Fairfield,NHIA,2015,303
Fairfield,NHIA,2016,305
Fairfield,NHIA,2017,324
Fairfield,NHIA,2018,306
Fairfield,NHIA,2019,297
Fairfield,NHIA,2020,597
Fairfield,NHIA,2021,290
Fairfield,NHIA,2022,283
Fairfield,NHIA,2023,293
Fairfield,NHNA,2000,26
Fairfield,NHNA,2001,30
Fairfield,NHNA,2002,27
Fairfield,NHNA,2003,27
Fairfield,NHNA,2004,33
Fairfield,NHNA,2005,30
Fairfield,NHNA,2006,32
Fairfield,NHNA,2007,39
Fairfield,NHNA,2008,37
Fairfield,NHNA,2009,39
Fairfield,NHNA,2010,82
Fairfield,NHNA,2011,39
Fairfield,NHNA,2012,49
Fairfield,NHNA,2013,54
Fairfield,NHNA,2014,52
Fairfield,NHNA,2015,51
Fairfield,NHNA,2016,52
Fairfield,NHNA,2017,52
Fairfield,NHNA,2018,57
Fairfield,NHNA,2019,69
Fairfield,NHNA,2020,139
Fairfield,NHNA,2021,73
Fairfield,NHNA,2022,73
Fairfield,NHNA,2023,69
Fairfield,NHTOM,2000,1067
Fairfield,NHTOM,2001,1170
Fairfield,NHTOM,2002,1294
Fairfield,NHTOM,2003,1474
Fairfield,NHTOM,2004,1589
Fairfield,NHTOM,2005,1762
Fairfield,NHTOM,2006,1966
Fairfield,NHTOM,2007,2044
Fairfield,NHTOM,2008,2211
Fairfield,NHTOM,2009,2334
Fairfield,NHTOM,2010,5002
Fairfield,NHTOM,2011,2561
Fairfield,NHTOM,2012,2593
Fairfield,NHTOM,2013,2671
Fairfield,NHTOM,2014,2762
Fairfield,NHTOM,2015,2841
Fairfield,NHTOM,2016,2950
Fairfield,NHTOM,2017,3016
Fairfield,NHTOM,2018,3208
Fairfield,NHTOM,2019,3326
Fairfield,NHTOM,2020,6899
Fairfield,NHTOM,2021,3525
Fairfield,NHTOM,2022,3801
Fairfield,NHTOM,2023,4026
Fairfield,NHWA,2000,116963
Fairfield,NHWA,2001,118310
Fairfield,NHWA,2002,120016
Fairfield,NHWA,2003,122097
Fairfield,NHWA,2004,123987
Fairfield,NHWA,2005,125845
Fairfield,NHWA,2006,127474
Fairfield,NHWA,2007,128676
Fairfield,NHWA,2008,129434
Fairfield,NHWA,2009,130188
Fairfield,NHWA,2010,261284
Fairfield,NHWA,2011,130845
Fairfield,NHWA,2012,130493
Fairfield,NHWA,2013,131055
Fairfield,NHWA,2014,131784
Fairfield,NHWA,2015,132222
Fairfield,NHWA,2016,132645
Fairfield,NHWA,2017,133335
Fairfield,NHWA,2018,133592
Fairfield,NHWA,2019,133831
Fairfield,NHWA,2020,267844
Fairfield,NHWA,2021,133905
Fairfield,NHWA,2022,133361
Fairfield,NHWA,2023,133535
Fairfield,TOM,2000,1106
Fairfield,TOM,2001,1208
Fairfield,TOM,2002,1346
Fairfield,TOM,2003,1535
Fairfield,TOM,2004,1653
Fairfield,TOM,2005,1864
Fairfield,TOM,2006,2073
Fairfield,TOM,2007,2162
Fairfield,TOM,2008,2345
Fairfield,TOM,2009,2477
Fairfield,TOM,2010,5309
Fairfield,TOM,2011,2720
Fairfield,TOM,2012,2758
Fairfield,TOM,2013,2846
Fairfield,TOM,2014,2961
Fairfield,TOM,2015,3032
Fairfield,TOM,2016,3157
Fairfield,TOM,2017,3246
Fairfield,TOM,2018,3451
Fairfield,TOM,2019,3575
Fairfield,TOM,2020,7456
Fairfield,TOM,2021,3814
Fairfield,TOM,2022,4102
Fairfield,TOM,2023,4354
